blend	source1	source2	pre_sim	suf_sim	jw_sum	wordvec_similarity
bilang	big	dang	0.9	0.94	1.8399999999999999	0.6546944379806519
binged	bid	urged	0.9	0.9	1.8	0.6644639372825623
binkerton	binny	barton	0.89	0.92	1.81	0.7187323570251465
binks	bid	banks	0.9	0.9	1.8	0.7074911594390869
bintitan	bind	shaitan	0.93	0.9	1.83	0.7065165042877197
biolab	bio	lab	0.9	1.0	1.9	0.6609925031661987
biscut	big	cut	0.9	1.0	1.9	0.8783434629440308
bishes	big	hes	0.9	1.0	1.9	0.7800220251083374
biskers	bison	bakers	0.89	0.92	1.81	0.7176674008369446
bisshes	bish	shes	0.93	1.0	1.9300000000000002	0.6723052263259888
bit	bin	ait	0.9	0.91	1.81	0.6377730369567871
bitchas	bito	nachas	0.93	0.92	1.85	0.6315087676048279
bitchassness	bitt	grossness	0.93	0.9	1.83	0.6339703798294067
bitchin	bitch	chin	0.89	1.0	1.8900000000000001	0.6974622011184692
bitin	bib	tin	0.9	1.0	1.9	0.6894594430923462
bittch	big	catch	0.9	0.9	1.8	0.8473019599914551
bittches	biting	aches	0.87	0.95	1.8199999999999998	0.6312851309776306
bitties	bitmap	deities	0.87	0.9	1.77	0.6948474645614624
bizness	bizz	ness	0.93	1.0	1.9300000000000002	0.6370557546615601
bizzness	bizz	ness	0.93	1.0	1.9300000000000002	0.6370557546615601
bizzounce	bizet	bunce	0.89	0.95	1.8399999999999999	0.6818325519561768
blaackberry	black	berry	0.89	1.0	1.8900000000000001	0.734129786491394
blackapino	blanca	pino	0.87	1.0	1.87	0.6976067423820496
blackbear	black	bear	0.89	1.0	1.8900000000000001	0.8029618263244629
blackhawks	blacks	hawks	0.87	0.95	1.8199999999999998	0.6795046925544739
blackhistory	black	story	0.89	1.0	1.8900000000000001	0.7238501310348511
blackin	blanks	pickin	0.87	0.92	1.79	0.7086526155471802
blackpoint	black	joint	0.89	0.95	1.8399999999999999	0.6782730221748352
blackwell	black	well	0.89	1.0	1.8900000000000001	0.6985489726066589
blakleys	blab	leys	0.93	1.0	1.9300000000000002	0.6383477449417114
blamin	bls	admin	0.9	0.9	1.8	0.6590644121170044
blancos	blacks	broncos	0.87	0.9	1.77	0.665800929069519
blastin	blanch	destin	0.87	0.92	1.79	0.6462358832359314
blaxican	blanch	mohican	0.87	0.9	1.77	0.6372424364089966
bleedin	blea	bedin	0.93	0.95	1.88	0.6436951160430908
blindin	blit	nandin	0.93	0.92	1.85	0.7605574131011963
bling	blo	jing	0.9	0.94	1.8399999999999999	0.6458355188369751
bloccin	bloops	succin	0.87	0.92	1.79	0.6330322623252869
blockin	bloops	hackin	0.87	0.92	1.79	0.63572096824646
bloggers	blore	agers	0.89	0.95	1.8399999999999999	0.6357959508895874
blogspot	block	spot	0.89	1.0	1.8900000000000001	0.7315693497657776
blogtalk	block	talk	0.89	1.0	1.8900000000000001	0.8005191087722778
bloodclot	bloat	clot	0.89	1.0	1.8900000000000001	0.650246798992157
bloodclott	blob	plott	0.93	0.95	1.88	0.6360812187194824
bluprint	bluey	grint	0.89	0.95	1.8399999999999999	0.6552401185035706
blushin	blunts	washin	0.87	0.92	1.79	0.6861809492111206
bodeans	bodies	oceans	0.87	0.92	1.79	0.7394074201583862
bodey	bog	dey	0.9	1.0	1.9	0.6309208869934082
bodeyed	bodies	eyed	0.87	1.0	1.87	0.7284888625144958
bodypaint	body	aint	0.93	1.0	1.9300000000000002	0.7016884684562683
boi	bon	moi	0.9	0.91	1.81	0.914050817489624
boicot	bor	cot	0.9	1.0	1.9	0.6631317138671875
boink	bop	ink	0.9	1.0	1.9	0.6893818974494934
boinks	bob	hanks	0.9	0.9	1.8	0.6735138893127441
boittles	boiled	beetles	0.87	0.9	1.77	0.6782392859458923
bolaji	bos	haji	0.9	0.94	1.8399999999999999	0.704413115978241
bollywood	bold	wood	0.93	1.0	1.9300000000000002	0.6643217206001282
bolton	bon	ton	0.9	1.0	1.9	0.8497858047485352
bonecrusher	bond	usher	0.93	1.0	1.9300000000000002	0.6469650864601135
bontang	bongo	tang	0.89	1.0	1.8900000000000001	0.647868275642395
boobie	boc	dobie	0.9	0.9	1.8	0.7458229064941406
booey	bob	joey	0.9	0.94	1.8399999999999999	0.7538274526596069
boofriends	book	ends	0.93	1.0	1.9300000000000002	0.7171562910079956
booga	bog	toga	0.9	0.94	1.8399999999999999	0.7370574474334717
boogee	boo	gee	0.9	1.0	1.9	0.851913332939148
boogs	bog	bogs	0.9	0.94	1.8399999999999999	0.7204701900482178
boojee	bor	ajee	0.9	0.94	1.8399999999999999	0.7038942575454712
booke	bos	oke	0.9	1.0	1.9	0.7522455453872681
bookin	boo	takin	0.9	0.9	1.8	0.6743686199188232
bookmarked	booed	barked	0.89	0.92	1.81	0.6585502624511719
boomin	bor	min	0.9	1.0	1.9	0.6910492777824402
boones	bog	danes	0.9	0.9	1.8	0.6816604137420654
boored	bob	red	0.9	1.0	1.9	0.6880534291267395
booski	bog	ski	0.9	1.0	1.9	0.6709619760513306
bootch	boo	tch	0.9	1.0	1.9	0.6961398124694824
boothroom	boo	room	1.0	1.0	2.0	0.7039393186569214
booyah	bor	yah	0.9	1.0	1.9	0.6436507105827332
boppa	bod	kappa	0.9	0.9	1.8	0.6457122564315796
boppin	bon	sapin	0.9	0.9	1.8	0.6316339373588562
boppity	bopped	uppity	0.87	0.92	1.79	0.6889361143112183
boredd	bod	redd	0.9	0.94	1.8399999999999999	0.7493967413902283
borin	boc	tarin	0.9	0.9	1.8	0.7040718793869019
boriquas	borer	aquas	0.89	0.95	1.8399999999999999	0.632680356502533
bornday	bored	monday	0.89	0.92	1.81	0.7220271825790405
bornstein	boras	stein	0.89	0.95	1.8399999999999999	0.7131818532943726
boros	bos	ros	0.9	1.0	1.9	0.6936441659927368
borro	boa	morro	0.9	0.9	1.8	0.6337125301361084
boseen	boo	been	0.9	0.94	1.8399999999999999	0.7178474068641663
bossin	bog	basin	0.9	0.9	1.8	0.6948533058166504
bossman	bosc	gasman	0.93	0.92	1.85	0.68233323097229
botao	boa	tao	0.9	1.0	1.9	0.6846070289611816
botta	bod	etta	0.9	0.94	1.8399999999999999	0.6362001895904541
bottalico	botany	pimlico	0.87	0.9	1.77	0.7819368243217468
botton	bon	ton	0.9	1.0	1.9	0.8497858047485352
bouree	boe	ree	0.9	1.0	1.9	0.6628632545471191
bouta	boc	uta	0.9	1.0	1.9	0.6561622619628906
boutt	boo	butt	0.9	0.94	1.8399999999999999	0.7342467308044434
boutta	bod	etta	0.9	0.94	1.8399999999999999	0.6362001895904541
bowen	bol	wen	0.9	1.0	1.9	0.6802116632461548
bowizzle	bowtie	dazzle	0.87	0.92	1.79	0.6416796445846558
boxden	bog	aden	0.9	0.94	1.8399999999999999	0.65421062707901
boytoy	box	toy	0.9	1.0	1.9	0.7236931920051575
boyziimen	boyos	limen	0.89	0.95	1.8399999999999999	0.6440572738647461
braceface	brahmi	deface	0.87	0.92	1.79	0.6341091394424438
bradenton	brad	anton	0.93	0.95	1.88	0.7484700083732605
bradie	bra	die	0.9	1.0	1.9	0.6717548370361328
brady	bra	ready	0.9	0.9	1.8	0.6363754272460938
bragin	bro	gin	0.9	1.0	1.9	0.6775911450386047
braile	bro	while	0.9	0.9	1.8	0.6372889876365662
brainfreeze	brass	breeze	0.89	0.96	1.85	0.6908628940582275
brampton	braca	krypton	0.89	0.9	1.79	0.7504655122756958
brang	bro	bang	0.9	0.94	1.8399999999999999	0.7978428602218628
brawlin	brae	bowlin	0.93	0.92	1.85	0.704224705696106
braxton	braca	caxton	0.89	0.92	1.81	0.7998918294906616
braylon	brahma	babylon	0.87	0.9	1.77	0.7052315473556519
brazy	bra	lazy	0.9	0.94	1.8399999999999999	0.6546836495399475
brazzier	braca	glazier	0.89	0.9	1.79	0.705708920955658
bre	bro	are	0.9	0.91	1.81	0.6411132216453552
breakfats	breads	fats	0.87	1.0	1.87	0.6535928249359131
breakin	break	takin	0.89	0.95	1.8399999999999999	0.6873083114624023
breakroom	bread	room	0.89	1.0	1.8900000000000001	0.6332204341888428
breask	bro	ask	0.9	1.0	1.9	0.7184441685676575
breastmilk	bread	milk	0.89	1.0	1.8900000000000001	0.9414372444152832
brecha	bro	cha	0.9	1.0	1.9	0.8521071672439575
brechando	bream	grando	0.89	0.92	1.81	0.7008377313613892
bredrin	breton	aldrin	0.87	0.92	1.79	0.6501057147979736
brekfast	break	fast	0.89	1.0	1.8900000000000001	0.8183079957962036
breyarna	breech	arna	0.87	1.0	1.87	0.7684874534606934
briana	bro	nana	0.9	0.94	1.8399999999999999	0.6801998019218445
brickhouse	bricky	bouse	0.87	0.95	1.8199999999999998	0.6649513244628906
bricksquad	brick	quad	0.89	1.0	1.8900000000000001	0.7607567310333252
brighting	bricky	bating	0.87	0.92	1.79	0.6832978129386902
briing	bro	ing	0.9	1.0	1.9	0.7986410856246948
brilla	bra	fella	0.9	0.9	1.8	0.6331157684326172
bringsall	bribri	sall	0.87	1.0	1.87	0.6663048267364502
britical	bricky	cubical	0.87	0.9	1.77	0.7419591546058655
britney	brian	whitney	0.89	0.9	1.79	0.792662501335144
brittney	brian	whitney	0.89	0.9	1.79	0.792662501335144
brody	bra	body	0.9	0.94	1.8399999999999999	0.6314141154289246
broham	bro	ham	0.9	1.0	1.9	0.6532132625579834
broight	broach	bight	0.87	0.95	1.8199999999999998	0.6433104872703552
brokeness	brock	ness	0.89	1.0	1.8900000000000001	0.700850248336792
bromance	bro	dance	1.0	0.95	1.95	0.6843746304512024
brooklynfinest	brooklyn	finest	0.91	1.0	1.9100000000000001	0.6335232257843018
brookville	brosse	caille	0.87	0.92	1.79	0.6717079281806946
broppin	broch	pippin	0.89	0.92	1.81	0.6744755506515503
broskie	broch	muskie	0.89	0.92	1.81	0.7217080593109131
brotha	bra	tha	0.9	1.0	1.9	0.6517555713653564
brothaherm	brodie	herm	0.87	1.0	1.87	0.6573128700256348
brotherr	brodie	herr	0.87	1.0	1.87	0.67258620262146
broward	broad	ward	0.89	1.0	1.8900000000000001	0.7741425633430481
brownman	broch	binman	0.89	0.92	1.81	0.7876999378204346
brownskin	broad	skin	0.89	1.0	1.8900000000000001	0.6484014391899109
brownskins	broach	kins	0.87	1.0	1.87	0.7257235646247864
brownstew	broth	stew	0.89	1.0	1.8900000000000001	0.661781907081604
bruisin	brubru	oisin	0.87	0.95	1.8199999999999998	0.6706255674362183
brunch	bro	lunch	0.9	0.9	1.8	0.7523283958435059
brunlett	bruke	lett	0.89	1.0	1.8900000000000001	0.732857346534729
brutha	bra	tha	0.9	1.0	1.9	0.6517555713653564
bryant	bra	ant	0.9	1.0	1.9	0.6364791393280029
bth	btl	nth	0.9	0.91	1.81	0.6883817911148071
btr	btu	ctr	0.9	0.91	1.81	0.6370533108711243
bubblebath	bubble	bath	0.87	1.0	1.87	0.9025432467460632
bubblegum	buba	begum	0.93	0.95	1.88	0.7506670951843262
bucay	bul	cay	0.9	1.0	1.9	0.7454102039337158
buchead	buck	head	0.93	1.0	1.9300000000000002	0.8261622190475464
buckhead	buck	head	0.93	1.0	1.9300000000000002	0.8261622190475464
buckleys	bucca	leys	0.89	1.0	1.8900000000000001	0.742725670337677
buddens	buddah	dens	0.87	1.0	1.87	0.7149929404258728
budlight	buddah	bight	0.87	0.95	1.8199999999999998	0.7059239149093628
bueenos	buenas	buenos	0.87	0.92	1.79	0.9382879734039307
buena	bub	keena	0.9	0.9	1.8	0.638602077960968
buenisimos	buenos	primos	0.87	0.92	1.79	0.6438915729522705
buffyverse	buffed	merse	0.87	0.95	1.8199999999999998	0.6535958051681519
buggin	bud	gin	0.9	1.0	1.9	0.8013888597488403
buging	bud	ing	0.9	1.0	1.9	0.7033424377441406
buh	bur	auh	0.9	0.91	1.81	0.6500300765037537
buiissness	build	madness	0.89	0.9	1.79	0.6487663984298706
buisness	build	madness	0.89	0.9	1.79	0.6487663984298706
bukan	bul	yakan	0.9	0.9	1.8	0.6646423935890198
buldge	but	edge	0.9	0.94	1.8399999999999999	0.686170220375061
bullshitter	bulky	fitter	0.89	0.96	1.85	0.6599907875061035
bulshit	bull	shit	0.93	1.0	1.9300000000000002	0.8062269687652588
bumass	bud	ass	0.9	1.0	1.9	0.7188308835029602
bummin	bud	cumin	0.9	0.9	1.8	0.6702010035514832
bummy	bub	mammy	0.9	0.9	1.8	0.810995876789093
bumpin	bud	spin	0.9	0.94	1.8399999999999999	0.6989847421646118
bunkin	bul	lakin	0.9	0.9	1.8	0.6559009552001953
bunni	bub	ronni	0.9	0.9	1.8	0.6552711129188538
burbage	burd	babbage	0.93	0.9	1.83	0.6555460095405579
burch	but	march	0.9	0.9	1.8	0.6574972867965698
burpin	bud	spin	0.9	0.94	1.8399999999999999	0.6989847421646118
burrman	burdon	barman	0.87	0.92	1.79	0.638647198677063
buscaglia	busti	scaglia	0.89	0.9	1.79	0.7469439506530762
buscamos	busk	alamos	0.93	0.92	1.85	0.7290844321250916
buscando	bush	orlando	0.93	0.9	1.83	0.6430224776268005
buscar	bug	car	0.9	1.0	1.9	0.8589694499969482
busey	bul	sey	0.9	1.0	1.9	0.7207381129264832
busines	busing	raines	0.87	0.92	1.79	0.6788724660873413
bussiness	buster	ness	0.87	1.0	1.87	0.8100693225860596
bustin	bun	tin	0.9	1.0	1.9	0.6571441888809204
bustops	bust	stops	0.93	0.95	1.88	0.6629483699798584
butta	bub	atta	0.9	0.94	1.8399999999999999	0.6817145347595215
buttahead	but	head	1.0	1.0	2.0	0.8587014079093933
butterface	but	face	1.0	1.0	2.0	0.8071081638336182
butterfinger	butin	humdinger	0.89	0.9	1.79	0.8118289113044739
butthead	but	head	1.0	1.0	2.0	0.8587014079093933
buttin	bun	tin	0.9	1.0	1.9	0.6571441888809204
buttmuncher	butin	plancher	0.89	0.92	1.81	0.8048868179321289
buuter	bub	cater	0.9	0.9	1.8	0.6537400484085083
buylines	buyers	engines	0.87	0.9	1.77	0.6315097808837891
byc	byp	cyc	0.9	0.91	1.81	0.7652789354324341
byotch	bye	catch	0.9	0.9	1.8	0.6590273380279541
byrnes	bys	danes	0.9	0.9	1.8	0.6548922657966614
bytch	bye	catch	0.9	0.9	1.8	0.6590273380279541
bytches	bytes	creches	0.89	0.9	1.79	0.6724990606307983
bytheway	bytes	leeway	0.89	0.92	1.81	0.7409988045692444
cabello	cabin	cello	0.89	0.95	1.8399999999999999	0.6799800992012024
cabfare	cabins	airfare	0.87	0.9	1.77	0.6885433197021484
cablecos	caban	pecos	0.89	0.95	1.8399999999999999	0.6561199426651001
cabra	can	bra	0.9	1.0	1.9	0.6359216570854187
cabron	cal	ron	0.9	1.0	1.9	0.7485548257827759
cadbury	caddis	tilbury	0.87	0.9	1.77	0.7262505888938904
cadena	cav	chena	0.9	0.9	1.8	0.6372971534729004
cadenita	caddie	amanita	0.87	0.9	1.77	0.7139745950698853
cae	caf	fae	0.9	0.91	1.81	0.7290953397750854
caemos	cal	mos	0.9	1.0	1.9	0.7920087575912476
caeser	cab	laser	0.9	0.9	1.8	0.7094213366508484
cafee	cad	fee	0.9	1.0	1.9	0.7295951843261719
caitlin	caic	catlin	0.93	0.92	1.85	0.6424040794372559
cakers	cal	ers	0.9	1.0	1.9	0.7290633320808411
cakin	can	takin	0.9	0.9	1.8	0.643278956413269
caladonia	calaba	conia	0.87	0.95	1.8199999999999998	0.7608490586280823
caled	cab	led	0.9	1.0	1.9	0.6358292698860168
caliente	callas	detente	0.87	0.9	1.77	0.679961085319519
calis	cav	pulis	0.9	0.9	1.8	0.6988347768783569
callem	cab	salem	0.9	0.9	1.8	0.6310253739356995
callen	caf	galen	0.9	0.9	1.8	0.6504130363464355
callender	calin	bander	0.89	0.92	1.81	0.6884751319885254
callin	cal	lin	0.9	1.0	1.9	0.7335091829299927
callit	car	lit	0.9	1.0	1.9	0.7989611625671387
calmese	calico	siamese	0.87	0.9	1.77	0.7076629400253296
calouries	calla	ries	0.89	1.0	1.8900000000000001	0.7303225994110107
caltweets	calf	sheets	0.93	0.92	1.85	0.642460823059082
calva	cai	salva	0.9	0.9	1.8	0.71257084608078
camaleon	camp	leon	0.93	1.0	1.9300000000000002	0.6369659304618835
cambiarle	camay	arle	0.89	1.0	1.8900000000000001	0.6433702707290649
camcorder	camber	carder	0.87	0.92	1.79	0.6660078763961792
camerons	camber	barons	0.87	0.92	1.79	0.6466896533966064
camille	camber	maille	0.87	0.92	1.79	0.7054616212844849
camine	caf	maine	0.9	0.9	1.8	0.7522902488708496
camita	cal	ita	0.9	1.0	1.9	0.6729966998100281
camoflauge	camber	gauge	0.87	0.95	1.8199999999999998	0.6430830955505371
camron	cal	ron	0.9	1.0	1.9	0.7485548257827759
cancun	cam	cun	0.9	1.0	1.9	0.6304621696472168
candice	cancha	dice	0.87	1.0	1.87	0.6447998285293579
canera	cai	era	0.9	1.0	1.9	0.6349619030952454
cansada	cancha	posada	0.87	0.92	1.79	0.6445034742355347
cansaste	canos	baste	0.89	0.95	1.8399999999999999	0.6534059047698975
canse	cal	sense	0.9	0.9	1.8	0.6309641599655151
canta	cal	santa	0.9	0.9	1.8	0.6872451305389404
cantact	canc	intact	0.93	0.92	1.85	0.6424719095230103
capriocrons	capped	microns	0.87	0.94	1.81	0.6389991044998169
caramellish	caraco	smallish	0.87	0.92	1.79	0.6847333908081055
caras	car	bras	0.9	0.94	1.8399999999999999	0.7026316523551941
cardio	cab	radio	0.9	0.9	1.8	0.633789598941803
cardnial	carate	cranial	0.87	0.9	1.77	0.6795868873596191
carino	caf	taino	0.9	0.9	1.8	0.6777941584587097
carlitos	caract	vomitos	0.87	0.9	1.77	0.6948144435882568
carmelo	carafe	pomelo	0.87	0.92	1.79	0.6835291981697083
carmenita	carey	anita	0.89	0.95	1.8399999999999999	0.6428831219673157
carnitas	caraco	litas	0.87	0.95	1.8199999999999998	0.7432291507720947
carrabas	caraco	cabas	0.87	0.95	1.8199999999999998	0.6693118214607239
carrera	cargo	barrera	0.89	0.9	1.79	0.6802989840507507
carrey	cav	frey	0.9	0.94	1.8399999999999999	0.6525979042053223
carribean	card	bean	0.93	1.0	1.9300000000000002	0.7193058133125305
carricream	caraco	ream	0.87	1.0	1.87	0.7024372816085815
carro	cai	morro	0.9	0.9	1.8	0.7184062600135803
carta	cai	porta	0.9	0.9	1.8	0.8473902940750122
cartiers	carib	algiers	0.89	0.9	1.79	0.6834676861763
cartuchos	carcer	ranchos	0.87	0.9	1.77	0.6876870393753052
carwashed	care	shed	0.93	1.0	1.9300000000000002	0.6598154902458191
cas	cab	gas	0.9	0.91	1.81	0.6960288286209106
casando	casal	bando	0.89	0.95	1.8399999999999999	0.7262446284294128
casarse	casket	hearse	0.87	0.92	1.79	0.6642025709152222
casee	cab	see	0.9	1.0	1.9	0.689832329750061
cassidy	caser	sidy	0.89	1.0	1.8900000000000001	0.6449902057647705
castigados	casks	fados	0.89	0.95	1.8399999999999999	0.6514824032783508
catchin	cat	chin	1.0	1.0	2.0	0.6475075483322144
catergory	catchy	gory	0.87	1.0	1.87	0.6938537359237671
cattman	cat	batman	1.0	0.92	1.92	0.7263004779815674
cau	cag	dau	0.9	0.91	1.81	0.6517065763473511
caucasions	caulk	ions	0.89	1.0	1.8900000000000001	0.6826951503753662
caure	cal	ure	0.9	1.0	1.9	0.6769557595252991
causan	cal	san	0.9	1.0	1.9	0.6967771649360657
causee	cab	see	0.9	1.0	1.9	0.689832329750061
causein	causey	dasein	0.87	0.92	1.79	0.7110682129859924
ccb	ccm	dcb	0.9	0.91	1.81	0.6544028520584106
ccd	ccw	bcd	0.9	0.91	1.81	0.7520018815994263
ccp	ccm	fcp	0.9	0.91	1.81	0.7036232948303223
cds	cdf	gds	0.9	0.91	1.81	0.6537155508995056
cea	cee	dea	0.9	0.91	1.81	0.6894041299819946
ceasar	cen	sar	0.9	1.0	1.9	0.6302872896194458
ceddy	cee	addy	0.9	0.94	1.8399999999999999	0.6526176333427429
cel	cee	mel	0.9	0.91	1.81	0.6676255464553833
celbrating	celeb	dating	0.89	0.92	1.81	0.7936087846755981
celebrites	celery	whites	0.87	0.92	1.79	0.6662286520004272
celibant	celli	trabant	0.89	0.9	1.79	0.6675503849983215
celings	celt	ridings	0.93	0.9	1.83	0.724343478679657
cellulite	celli	salite	0.89	0.92	1.81	0.6455833911895752
celtics	celt	statics	0.93	0.9	1.83	0.6537767052650452
celular	cellar	tubular	0.87	0.9	1.77	0.6594228744506836
ceo	cee	yeo	0.9	0.91	1.81	0.758934736251831
cerita	cee	ita	0.9	1.0	1.9	0.7091694474220276
ceritart	ceral	tart	0.89	1.0	1.8900000000000001	0.6698211431503296
cerrado	cereza	dorado	0.87	0.92	1.79	0.6524385213851929
certaintly	certif	saintly	0.87	0.9	1.77	0.7037321925163269
chale	cha	kale	0.9	0.94	1.8399999999999999	0.6636338233947754
chall	cha	call	0.9	0.94	1.8399999999999999	0.6966267824172974
championshop	chafe	pawnshop	0.89	0.92	1.81	0.7004194855690002
chanelle	chacun	elle	0.87	1.0	1.87	0.7340614795684814
changerooms	chain	rooms	0.89	1.0	1.8900000000000001	0.6611683368682861
chapancakes	chai	cakes	0.93	1.0	1.9300000000000002	0.6476230621337891
chapelle	chacun	elle	0.87	1.0	1.87	0.7340614795684814
chappelle	chacun	elle	0.87	1.0	1.87	0.7340614795684814
chargin	chain	virgin	0.89	0.92	1.81	0.7222113609313965
chatin	cha	tin	0.9	1.0	1.9	0.7188023328781128
chatroom	chain	room	0.89	1.0	1.8900000000000001	0.7326496839523315
chatroulette	chaise	galette	0.87	0.94	1.81	0.6715962290763855
chattin	chap	suttin	0.93	0.92	1.85	0.6629847288131714
chava	che	brava	0.9	0.9	1.8	0.659227192401886
chavista	chabot	cista	0.87	0.95	1.8199999999999998	0.6390743851661682
chavistas	chaga	cestas	0.89	0.92	1.81	0.6559066772460938
cheadle	checky	beadle	0.87	0.92	1.79	0.6795012950897217
cheatin	chef	latin	0.93	0.95	1.88	0.6598186492919922
checkin	cheke	hackin	0.89	0.92	1.81	0.6430396437644958
cheddah	checky	buddah	0.87	0.92	1.79	0.6577109694480896
cheeries	chedar	caries	0.87	0.92	1.79	0.6543540358543396
cheescakes	chese	bakes	0.89	0.95	1.8399999999999999	0.6678887605667114
cheeseburger	cheap	burger	0.89	0.96	1.85	0.6819312572479248
cheesin	cherry	resin	0.87	0.95	1.8199999999999998	0.7135215401649475
cheetoes	cheek	toes	0.89	1.0	1.8900000000000001	0.8359423279762268
cheetos	cheapo	petos	0.87	0.95	1.8199999999999998	0.7648158073425293
cheita	cha	ita	0.9	1.0	1.9	0.7234572768211365
chekea	cha	kea	0.9	1.0	1.9	0.6544589400291443
chelear	chello	lear	0.87	1.0	1.87	0.6949665546417236
chelly	chs	tally	0.9	0.9	1.8	0.6382614970207214
chels	chm	wels	0.9	0.94	1.8399999999999999	0.6483206152915955
cheri	cho	teri	0.9	0.94	1.8399999999999999	0.6507853865623474
cherrish	cheapo	arish	0.87	0.95	1.8199999999999998	0.7584366202354431
chessing	cheat	sing	0.89	1.0	1.8900000000000001	0.6874432563781738
chesticals	chewed	cals	0.87	1.0	1.87	0.6433361768722534
cheting	cheeps	bating	0.87	0.92	1.79	0.633790135383606
chewin	cha	twin	0.9	0.94	1.8399999999999999	0.7314540147781372
chicharo	chiru	pharo	0.89	0.95	1.8399999999999999	0.7208359241485596
chicharon	chief	aaron	0.89	0.95	1.8399999999999999	0.6934584975242615
chickie	chick	jackie	0.89	0.92	1.81	0.6925573348999023
chida	chm	maida	0.9	0.9	1.8	0.6800732612609863
chidori	chieve	dori	0.87	1.0	1.87	0.633115828037262
chika	cha	erika	0.9	0.9	1.8	0.6353917717933655
chiken	cha	ken	0.9	1.0	1.9	0.7213263511657715
chikin	cha	kin	0.9	1.0	1.9	0.6470789909362793
chikit	cha	skit	0.9	0.94	1.8399999999999999	0.6453092098236084
childcare	chick	care	0.89	1.0	1.8900000000000001	0.7125667929649353
childen	chicot	alden	0.87	0.95	1.8199999999999998	0.7343952655792236
childrens	chiam	brens	0.89	0.95	1.8399999999999999	0.6970125436782837
childsupport	chide	apport	0.89	0.96	1.85	0.6869357824325562
chillan	ching	allan	0.89	0.95	1.8399999999999999	0.6838072538375854
chillaxin	chilly	relaxin	0.87	0.9	1.77	0.6721205711364746
chillen	child	fallen	0.89	0.92	1.81	0.7003337144851685
chillin	chick	tellin	0.89	0.92	1.81	0.7282200455665588
chillout	chich	lout	0.89	1.0	1.8900000000000001	0.6340820789337158
chima	cha	ima	0.9	1.0	1.9	0.7306770086288452
chinesse	chicha	fesse	0.87	0.95	1.8199999999999998	0.7792635560035706
chiney	cha	honey	0.9	0.9	1.8	0.6490437984466553
chings	cha	dongs	0.9	0.9	1.8	0.6827273368835449
chipotle	chiam	bootle	0.89	0.92	1.81	0.6365588903427124
chiptole	chiam	tole	0.89	1.0	1.8900000000000001	0.6835674047470093
chiquitas	chiam	litas	0.89	0.95	1.8399999999999999	0.6983646154403687
chistes	chiam	castes	0.89	0.92	1.81	0.6389180421829224
chivato	chiave	elevato	0.87	0.9	1.77	0.6659929156303406
chocolat	chomps	colat	0.87	0.95	1.8199999999999998	0.6769256591796875
chocolately	choose	lately	0.87	0.96	1.83	0.6698102951049805
chong	cha	bong	0.9	0.94	1.8399999999999999	0.6991831660270691
choosin	chok	cosin	0.93	0.95	1.88	0.6539002656936646
chopshop	choose	shop	0.87	1.0	1.87	0.6867953538894653
chrisette	chroma	facette	0.87	0.9	1.77	0.6603555679321289
chrissy	chron	cissy	0.89	0.95	1.8399999999999999	0.6672431230545044
christain	christ	britain	0.87	0.9	1.77	0.6530280113220215
chu	cha	shu	0.9	0.91	1.81	0.6510868072509766
